Year,Geography,TableID,Field,Value,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,Label
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,85.0,55,025,011505,,55025011505,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,294.0,55,025,011505,,55025011505,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,106.0,55,025,011505,,55025011505,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,145.0,55,025,011505,,55025011505,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,3223.0,55,025,011505,,55025011505,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,5591.0,55,025,011506,,55025011506,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,274.0,55,025,011506,,55025011506,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,257.0,55,025,011506,,55025011506,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,307.0,55,025,011506,,55025011506,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,100.0,55,025,011506,,55025011506,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,562.0,55,025,011506,,55025011506,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,261.0,55,025,011506,,55025011506,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,3830.0,55,025,011506,,55025011506,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,7010.0,55,025,011600,,55025011600,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,141.0,55,025,011600,,55025011600,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,168.0,55,025,011600,,55025011600,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,12.0,55,025,011600,,55025011600,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,69.0,55,025,011600,,55025011600,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,176.0,55,025,011600,,55025011600,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,126.0,55,025,011600,,55025011600,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,6318.0,55,025,011600,,55025011600,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,6741.0,55,025,012202,,55025012202,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,94.0,55,025,012202,,55025012202,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,257.0,55,025,012202,,55025012202,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,490.0,55,025,012202,,55025012202,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,207.0,55,025,012202,,55025012202,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,187.0,55,025,012202,,55025012202,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,139.0,55,025,012202,,55025012202,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,5367.0,55,025,012202,,55025012202,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,9874.0,55,025,013200,,55025013200,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,219.0,55,025,013200,,55025013200,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,71.0,55,025,013200,,55025013200,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,77.0,55,025,013200,,55025013200,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,222.0,55,025,013200,,55025013200,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,287.0,55,025,013200,,55025013200,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,37.0,55,025,013200,,55025013200,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,8961.0,55,025,013200,,55025013200,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,3263.0,55,025,002301,,55025002301,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,346.0,55,025,002301,,55025002301,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,500.0,55,025,002301,,55025002301,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,66.0,55,025,002301,,55025002301,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,136.0,55,025,002301,,55025002301,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,273.0,55,025,002301,,55025002301,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,26.0,55,025,002301,,55025002301,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,1916.0,55,025,002301,,55025002301,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,5874.0,55,025,013302,,55025013302,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,48.0,55,025,013302,,55025013302,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,267.0,55,025,013302,,55025013302,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,19.0,55,025,013302,,55025013302,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,199.0,55,025,013302,,55025013302,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,198.0,55,025,013302,,55025013302,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,103.0,55,025,013302,,55025013302,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,5040.0,55,025,013302,,55025013302,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,6238.0,55,025,013700,,55025013700,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,110.0,55,025,013700,,55025013700,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,97.0,55,025,013700,,55025013700,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,115.0,55,025,013700,,55025013700,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,70.0,55,025,013700,,55025013700,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,222.0,55,025,013700,,55025013700,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,61.0,55,025,013700,,55025013700,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,5563.0,55,025,013700,,55025013700,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,0.0,55,025,991702,,55025991702,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,0.0,55,025,991702,,55025991702,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,0.0,55,025,991702,,55025991702,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,0.0,55,025,991702,,55025991702,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,0.0,55,025,991702,,55025991702,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,0.0,55,025,991702,,55025991702,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,0.0,55,025,991702,,55025991702,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,0.0,55,025,991702,,55025991702,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_001E,0.0,55,025,991703,,55025991703,Total Population (Poverty Ratio Universe)
2019,All Tracts in Madison City DownTown,C17002,C17002_002E,0.0,55,025,991703,,55025991703,Income Under 0.50 of Poverty Level (Deep Poverty)
2019,All Tracts in Madison City DownTown,C17002,C17002_003E,0.0,55,025,991703,,55025991703,Income 0.50 to 0.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_004E,0.0,55,025,991703,,55025991703,Income 1.00 to 1.24 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_005E,0.0,55,025,991703,,55025991703,Income 1.25 to 1.49 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_006E,0.0,55,025,991703,,55025991703,Income 1.50 to 1.84 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_007E,0.0,55,025,991703,,55025991703,Income 1.85 to 1.99 of Poverty Level
2019,All Tracts in Madison City DownTown,C17002,C17002_008E,0.0,55,025,991703,,55025991703,Income 2.00 and Over of Poverty Level
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2610.0,55,025,000402,,55025000402,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,562.0,55,025,000402,,55025000402,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5986.0,55,025,000300,,55025000300,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,987.0,55,025,000300,,55025000300,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3325.0,55,025,000401,,55025000401,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,647.0,55,025,000401,,55025000401,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3284.0,55,025,000202,,55025000202,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,529.0,55,025,000202,,55025000202,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,1794.0,55,025,001501,,55025001501,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,314.0,55,025,001501,,55025001501,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6152.0,55,025,000600,,55025000600,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,2031.0,55,025,000600,,55025000600,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6719.0,55,025,001401,,55025001401,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1764.0,55,025,001401,,55025001401,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4867.0,55,025,001402,,55025001402,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1236.0,55,025,001402,,55025001402,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6511.0,55,025,001900,,55025001900,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,691.0,55,025,001900,,55025001900,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4590.0,55,025,002100,,55025002100,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,729.0,55,025,002100,,55025002100,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,1866.0,55,025,002500,,55025002500,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,440.0,55,025,002500,,55025002500,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3353.0,55,025,010400,,55025010400,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,705.0,55,025,010400,,55025010400,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,9137.0,55,025,011102,,55025011102,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1875.0,55,025,011102,,55025011102,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6150.0,55,025,011800,,55025011800,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1640.0,55,025,011800,,55025011800,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6918.0,55,025,011900,,55025011900,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1467.0,55,025,011900,,55025011900,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4097.0,55,025,012900,,55025012900,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,811.0,55,025,012900,,55025012900,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4764.0,55,025,013000,,55025013000,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1238.0,55,025,013000,,55025013000,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4808.0,55,025,013100,,55025013100,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1062.0,55,025,013100,,55025013100,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3845.0,55,025,000800,,55025000800,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,628.0,55,025,000800,,55025000800,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6565.0,55,025,001200,,55025001200,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,494.0,55,025,001200,,55025001200,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,8940.0,55,025,001403,,55025001403,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1544.0,55,025,001403,,55025001403,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5864.0,55,025,002000,,55025002000,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,835.0,55,025,002000,,55025002000,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2203.0,55,025,002601,,55025002601,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,624.0,55,025,002601,,55025002601,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5602.0,55,025,002603,,55025002603,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1240.0,55,025,002603,,55025002603,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3666.0,55,025,003002,,55025003002,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,710.0,55,025,003002,,55025003002,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5337.0,55,025,010600,,55025010600,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,843.0,55,025,010600,,55025010600,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,11729.0,55,025,010800,,55025010800,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,3142.0,55,025,010800,,55025010800,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4051.0,55,025,011000,,55025011000,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,825.0,55,025,011000,,55025011000,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4599.0,55,025,012600,,55025012600,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,989.0,55,025,012600,,55025012600,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4120.0,55,025,012700,,55025012700,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,886.0,55,025,012700,,55025012700,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2789.0,55,025,012100,,55025012100,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,615.0,55,025,012100,,55025012100,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2834.0,55,025,003200,,55025003200,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,753.0,55,025,003200,,55025003200,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3047.0,55,025,000700,,55025000700,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,674.0,55,025,000700,,55025000700,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3970.0,55,025,011504,,55025011504,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,907.0,55,025,011504,,55025011504,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3604.0,55,025,010300,,55025010300,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,732.0,55,025,010300,,55025010300,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4989.0,55,025,012400,,55025012400,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,985.0,55,025,012400,,55025012400,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5055.0,55,025,000205,,55025000205,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,816.0,55,025,000205,,55025000205,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2243.0,55,025,002800,,55025002800,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,339.0,55,025,002800,,55025002800,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3355.0,55,025,000406,,55025000406,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,517.0,55,025,000406,,55025000406,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5702.0,55,025,000407,,55025000407,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1463.0,55,025,000407,,55025000407,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6832.0,55,025,000405,,55025000405,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1225.0,55,025,000405,,55025000405,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,1907.0,55,025,000408,,55025000408,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,128.0,55,025,000408,,55025000408,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2208.0,55,025,000901,,55025000901,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,496.0,55,025,000901,,55025000901,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5898.0,55,025,000902,,55025000902,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,544.0,55,025,000902,,55025000902,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5090.0,55,025,001101,,55025001101,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,18.0,55,025,001101,,55025001101,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3715.0,55,025,001102,,55025001102,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,58.0,55,025,001102,,55025001102,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5117.0,55,025,001603,,55025001603,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,0.0,55,025,001603,,55025001603,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6224.0,55,025,001604,,55025001604,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,13.0,55,025,001604,,55025001604,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3264.0,55,025,001605,,55025001605,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,10.0,55,025,001605,,55025001605,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,7704.0,55,025,001606,,55025001606,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,101.0,55,025,001606,,55025001606,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3450.0,55,025,002401,,55025002401,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,699.0,55,025,002401,,55025002401,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,6761.0,55,025,010701,,55025010701,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1568.0,55,025,010701,,55025010701,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4150.0,55,025,011700,,55025011700,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1011.0,55,025,011700,,55025011700,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,9159.0,55,025,012001,,55025012001,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,2686.0,55,025,012001,,55025012001,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5610.0,55,025,012300,,55025012300,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1249.0,55,025,012300,,55025012300,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5812.0,55,025,000204,,55025000204,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1241.0,55,025,000204,,55025000204,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,7026.0,55,025,000503,,55025000503,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1581.0,55,025,000503,,55025000503,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,1395.0,55,025,002302,,55025002302,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,236.0,55,025,002302,,55025002302,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,5482.0,55,025,002602,,55025002602,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1021.0,55,025,002602,,55025002602,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3352.0,55,025,002700,,55025002700,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,545.0,55,025,002700,,55025002700,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,3195.0,55,025,002900,,55025002900,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,552.0,55,025,002900,,55025002900,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4798.0,55,025,003001,,55025003001,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,934.0,55,025,003001,,55025003001,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2203.0,55,025,010100,,55025010100,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,462.0,55,025,010100,,55025010100,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,1345.0,55,025,010200,,55025010200,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,277.0,55,025,010200,,55025010200,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,9729.0,55,025,011200,,55025011200,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,2411.0,55,025,011200,,55025011200,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,9029.0,55,025,011503,,55025011503,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,2501.0,55,025,011503,,55025011503,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4992.0,55,025,012002,,55025012002,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,857.0,55,025,012002,,55025012002,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,8065.0,55,025,012800,,55025012800,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,2557.0,55,025,012800,,55025012800,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4436.0,55,025,000501,,55025000501,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,820.0,55,025,000501,,55025000501,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2131.0,55,025,000201,,55025000201,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,377.0,55,025,000201,,55025000201,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,7129.0,55,025,000504,,55025000504,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,1483.0,55,025,000504,,55025000504,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,2539.0,55,025,001300,,55025001300,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,394.0,55,025,001300,,55025001300,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4561.0,55,025,001502,,55025001502,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,947.0,55,025,001502,,55025001502,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4026.0,55,025,002402,,55025002402,Total Civilian Noninstitutionalized Population
2019,All Tracts in Madison City DownTown,C18108,C18108_005E,995.0,55,025,002402,,55025002402,With a Disability
2019,All Tracts in Madison City DownTown,C18108,C18108_001E,4838.0,55,025,011101,,55025011101,Total Civilian Noninstitutionalized Population
